accession	clan	clan_description	PSSM_Id	GMSC_count	GMSC_fraction	short_name	description	PSSM_Length	clan_id	short_description	group
07610	E-set	Ig-like fold superfamily (E-set)	429559	6	4.4241034001446675e-06	DUF1573	Protein of unknown function (DUF1573). These hypothetical proteins, from bacteria such as Rhodopirellula baltica, Bacteroides thetaiotaomicron, and Porphyromonas gingivalis, share a region of conserved sequence towards their N-termini.	98	CL0159	Protein of unknown function (DUF1573)	Ig-like fold superfamily (E-set)
09923			430929	6	4.4241034001446675e-06	DUF2155	Uncharacterized protein conserved in bacteria (DUF2155). This domain, found in various hypothetical prokaryotic proteins, has no known function.	88		Uncharacterized protein conserved in bacteria (DUF2155)	Uncharacterized protein conserved in bacteria (DUF2155)
13991			433631	6	4.4241034001446675e-06	BssS	BssS protein family. The BssS protein family is a group of proteins that are involved in regulation of biofilm formation. Proteins in this family are approximately 80 amino acids in length.	72		BssS protein family	BssS protein family
19402			437234	6	4.4241034001446675e-06	RamS	Lanthionine-containing peptide SapB precursor RamS. This entry represents a member of a biosynthetic gene cluster (BGC). The BGC (BGC0000551) is described by MIBiG as an example of the following biosynthetic class, RiPP (ribosomally synthesized and post- translationally modified peptide). This family includes RamS, the precursor of lanthionine-containing peptide SapB (also known as ProSapB). SapB, which does not appear to exhibit antibiotic activity, is formed from RamS through proteolytic cleavage and subsequent creation of lanthionine bridges.	42		Lanthionine-containing peptide SapB precursor RamS	Lanthionine-containing peptide SapB precursor RamS
07843			429693	6	4.4241034001446675e-06	DUF1634	Protein of unknown function (DUF1634). This family contains many hypothetical bacterial and archaeal proteins. A few members of this family are annotated as being putative transmembrane proteins, and the region in question in fact contains many hydrophobic residues.	102		Protein of unknown function (DUF1634)	Domain of unknown function
00309			425597	6	4.4241034001446675e-06	Sigma54_AID	Sigma-54 factor, Activator interacting domain (AID). The sigma-54 holoenzyme is an enhancer dependent form of the RNA polymerase. The AID is necessary for activator interaction. In addition, the AID also inhibits transcription initiation in the sigma-54 holoenzyme prior to interaction with the activator.	39		Sigma-54 factor, Activator interacting domain (AID)	Sigma-54 factor
02650	HTH	Helix-turn-helix clan	426902	6	4.4241034001446675e-06	HTH_WhiA	WhiA C-terminal HTH domain. This domain is found at the C-terminus of the sporulation regulator WhiA. It is predicted to form a DNA-binding helix-turn-helix structure. The WhiA protein also contains two N-terminal domains that are distant homologs of LAGLIDADG homing endonucleases.	83	CL0123	WhiA C-terminal HTH domain	Helix-turn-helix clan
10985			431580	6	4.4241034001446675e-06	DUF2805	Protein of unknown function (DUF2805). This is a bacterial family of proteins with unknown function.	71		Protein of unknown function (DUF2805)	Domain of unknown function
17189	GHD	Glycosyl hydrolase domain superfamily	435776	6	4.4241034001446675e-06	Glyco_hydro_30C	Glycosyl hydrolase family 30 beta sandwich domain. 	63	CL0369	Glycosyl hydrolase family 30 beta sandwich domain	Glycosyl hydrolase domain superfamily
14369	Zn_Beta_Ribbon	Zinc beta-ribbon	433910	6	4.4241034001446675e-06	zinc_ribbon_9	zinc-ribbon. 	35	CL0167	zinc-ribbon	Zinc beta-ribbon
00925			425949	6	4.4241034001446675e-06	GTP_cyclohydro2	GTP cyclohydrolase II. GTP cyclohydrolase II catalyzes the first committed step in the biosynthesis of riboflavin.	123		GTP cyclohydrolase II	GTP cyclohydrolase II
07452			429468	6	4.4241034001446675e-06	CHRD	CHRD domain. CHRD (after SWISS-PROT abbreviation for chordin) is a novel domain identified in chordin, an inhibitor of bone morphogenetic proteins. This family includes bacterial homologs. It is anticipated to have an immunoglobulin-like beta-barrel structure based on limited similarity to superoxide dismutases but, as yet, no clear functional prediction can be made. Its most conserved feature is a GE[I/L]RCG[V/I/L] motif towards its C-terminal end Most bacterial proteins in this family have only one CHRD domain, whereas it is found repeated in many eukaryotic proteins such as human chordin and Drosophila SOG..	119		CHRD domain	CHRD domain
03119			427149	6	4.4241034001446675e-06	DNA_ligase_ZBD	NAD-dependent DNA ligase C4 zinc finger domain. DNA ligases catalyze the crucial step of joining the breaks in duplex DNA during DNA replication, repair and recombination, utilising either ATP or NAD(+) as a cofactor. This family is a small zinc binding motif that is presumably DNA binding. IT is found only in NAD dependent DNA ligases.	26		NAD-dependent DNA ligase C4 zinc finger domain	NAD-dependent DNA ligase C4 zinc finger domain
08271	Zn_Beta_Ribbon	Zinc beta-ribbon	400527	6	4.4241034001446675e-06	TF_Zn_Ribbon	TFIIB zinc-binding. The transcription factor TFIIB contains a zinc-binding motif near the N-terminus. This domain is involved in the interaction with RNA pol II and TFIIF and plays a crucial role in selecting the transcription initiation site. The domain adopts a zinc ribbon like structure.	43	CL0167	TFIIB zinc-binding	Zinc beta-ribbon
05635	DGR_Avd-like	DGR Avd-like superfamily	428555	6	4.4241034001446675e-06	23S_rRNA_IVP	23S rRNA-intervening sequence protein. This family consists of bacterial proteins encoded within an intervening sequence present within some 23S rRNA genes. It folds into an anti-parallel four-helix bundle and forms homopentamers.	106	CL0854	23S rRNA-intervening sequence protein	DGR Avd-like superfamily
14685	PDZ-like	PDZ domain-like peptide-binding superfamily	405386	6	4.4241034001446675e-06	Tricorn_PDZ	Tricorn protease PDZ domain. This domain is the PDZ domain of tricorn protease.	88	CL0466	Tricorn protease PDZ domain	PDZ domain-like peptide-binding superfamily
02748			426956	6	4.4241034001446675e-06	PyrI_C	Aspartate carbamoyltransferase regulatory chain, metal binding domain. The regulatory chain is involved in allosteric regulation of aspartate carbamoyltransferase. The C-terminal metal binding domain has a rubredoxin-like fold and provides the interface with the catalytic chain.	45		Aspartate carbamoyltransferase regulatory chain, metal binding domain	Aspartate carbamoyltransferase regulatory chain
15603			406121	6	4.4241034001446675e-06	Imm74	Immunity protein 74. A predicted immunity protein with an alpha+beta fold. Proteins containing this domain are present in bacterial polymorphic toxin systems as an immediate gene neighbor of the toxin gene, which usually contains toxin domains of the Tox-ARC family. This domain is also found in heterogeneous poly-immunity loci.	80		Immunity protein 74	Immunity protein 74
14055			404865	6	4.4241034001446675e-06	NVEALA	NVEALA protein. This family of proteins is functionally uncharacterized. This family of proteins is found in bacteria. Proteins in this family are typically between 75 and 92 amino acids in length. There is a conserved NVEALA sequence motif.	64		NVEALA protein	NVEALA protein
02780	TKC_like	Transketolase C-terminal domain-like superfamily	397073	6	4.4241034001446675e-06	Transketolase_C	Transketolase, C-terminal domain. The C-terminal domain of transketolase has been proposed as a regulatory molecule binding site.	124	CL0591	Transketolase, C-terminal domain	Transketolase C-terminal domain-like superfamily
13912	C2H2-zf	Classical C2H2 and C2HC zinc fingers	433576	6	4.4241034001446675e-06	zf-C2H2_6	C2H2-type zinc finger. 	27	CL0361	C2H2-type zinc finger	Classical C2H2 and C2HC zinc fingers
05656			428568	6	4.4241034001446675e-06	DUF805	Protein of unknown function (DUF805). This family consists of several bacterial proteins of unknown function.	110		Protein of unknown function (DUF805)	Domain of unknown function
16998	Glycine-zipper	Glycine-zipper TM superfamily	435702	6	4.4241034001446675e-06	17kDa_Anti_2	17 kDa outer membrane surface antigen. 17kDa_Anti_2 is a surface protein that is found in several Proteobacteria species.	111	CL0500	17 kDa outer membrane surface antigen	Glycine-zipper TM superfamily
01416	PseudoU_synth	Pseudouridine synthase superfamily	426254	6	4.4241034001446675e-06	PseudoU_synth_1	tRNA pseudouridine synthase. Involved in the formation of pseudouridine at the anticodon stem and loop of transfer-RNAs Pseudouridine is an isomer of uridine (5-(beta-D-ribofuranosyl) uracil, and id the most abundant modified nucleoside found in all cellular RNAs. The TruA-like proteins also exhibit a conserved sequence with a strictly conserved aspartic acid, likely involved in catalysis.	108	CL0649	tRNA pseudouridine synthase	Pseudouridine synthase superfamily
06739	Beta_propeller	Beta propeller clan	115400	6	4.4241034001446675e-06	SBBP	Beta-propeller repeat. This family is related to pfam00400 and is likely to also form a beta-propeller. SBBP stands for Seven Bladed Beta Propeller.	38	CL0186	Beta-propeller repeat	Beta propeller clan
06442	SH3	Src homology-3 domain	368910	6	4.4241034001446675e-06	DHFR_2	R67 dihydrofolate reductase. R67 dihydrofolate reductase is a plasmid encoded enzyme that provides resistance to the antibacterial drug trimethoprim. The R67 dihydrofolate reductase does not share significant similarity to the chromosomal encoded dihydrofolate reductase.	78	CL0010	R67 dihydrofolate reductase	Src homology-3 domain
03928	GAF	GAF domain-like	427594	6	4.4241034001446675e-06	Haem_degrading	Haem-degrading. Haem_bdg is a bacterial protein that is up-regulated in response to haemin- and peroxide-based oxidative stress. It interacts with the SenS/SenR two-component signal transduction system. Iron binds to surface-exposed lysine residues of an octomeric assembly of the protein.	116	CL0161	Haem degrading protein HbpS-like	GAF domain-like
06467	TRASH	TRASH superfamily	428958	6	4.4241034001446675e-06	zf-FCS	MYM-type Zinc finger with FCS sequence motif. MYM-type zinc fingers were identified in MYM family proteins. Human protein ZMYM3 is involved in a chromosomal translocation and may be responsible for X-linked retardation in XQ13.1. ZMYM2 is also involved in disease. In myeloproliferative disorders it is fused to FGF receptor 1; in atypical myeloproliferative disorders it is rearranged. Members of the family generally are involved in development. This Zn-finger domain functions as a transcriptional trans-activator of late vaccinia viral genes, and orthologues are also found in all nucleocytoplasmic large DNA viruses, NCLDV. This domain is also found fused to the C termini of recombinases from certain prokaryotic transposons.	40	CL0175	MYM-type Zinc finger with FCS sequence motif	TRASH superfamily
07867			429703	6	4.4241034001446675e-06	DUF1654	Protein of unknown function (DUF1654). This family consists of proteins from the Pseudomonadaceae.	67		Protein of unknown function (DUF1654)	Domain of unknown function
07007			429244	6	4.4241034001446675e-06	LprI	Lysozyme inhibitor LprI. This family consists of several bacterial proteins of around 120 residues in length. Members of this family contain four highly conserved cysteine residues. Family members include lipoprotein LprI from Mycobacterium, which binds to and inhibits macrophage lysozyme, which may aid bacterial survival.	103		Lysozyme inhibitor LprI	Lysozyme inhibitor LprI
12812	PDZ-like	PDZ domain-like peptide-binding superfamily	372324	6	4.4241034001446675e-06	PDZ_1	PDZ-like domain. PDZ domains are found in diverse signalling proteins in bacteria, yeasts, plants, insects and vertebrates. this is a family of PDZ-like domains from bacteria, plants and fungi.	78	CL0466	PDZ-like domain	PDZ domain-like peptide-binding superfamily
